LEFT_TABLE,LEFT_COLUMN,RIGHT_TABLE,RIGHT_COLUMN
test_database#scientist_1#AssignedTo.csv,Project,test_database#scientist_1#Projects.csv,Code
test_database#ship_1#captain.csv,Ship_ID,test_database#ship_1#Ship.csv,Ship_ID
test_database#ship_mission#mission.csv,Ship_ID,test_database#ship_mission#ship.csv,Ship_ID
test_database#shop_membership#membership_register_branch.csv,Member_ID,test_database#shop_membership#member.csv,Member_ID
test_database#shop_membership#membership_register_branch.csv,Branch_ID,test_database#shop_membership#branch.csv,Branch_ID
test_database#shop_membership#purchase.csv,Member_ID,test_database#shop_membership#member.csv,Member_ID
test_database#shop_membership#purchase.csv,Branch_ID,test_database#shop_membership#branch.csv,Branch_ID
test_database#sing_contest#performance_score.csv,participant_id,test_database#sing_contest#participants.csv,id
test_database#sing_contest#performance_score.csv,songs_id,test_database#sing_contest#songs.csv,id
test_database#singer#song.csv,Singer_ID,test_database#singer#singer.csv,Singer_ID
test_database#soccer_1#Player_Attributes.csv,player_fifa_api_id,test_database#soccer_1#Player.csv,player_fifa_api_id
test_database#soccer_1#Player_Attributes.csv,player_api_id,test_database#soccer_1#Player.csv,player_api_id
test_database#soccer_1#Match.csv,country_id,test_database#soccer_1#Country.csv,id
test_database#soccer_1#Match.csv,league_id,test_database#soccer_1#League.csv,id
test_database#soccer_1#Match.csv,home_team_api_id,test_database#soccer_1#Team.csv,team_api_id
test_database#soccer_1#Match.csv,away_team_api_id,test_database#soccer_1#Team.csv,team_api_id
test_database#soccer_1#Match.csv,home_player_1,test_database#soccer_1#Player.csv,player_api_id
test_database#soccer_1#Match.csv,home_player_2,test_database#soccer_1#Player.csv,player_api_id
test_database#soccer_1#Match.csv,home_player_3,test_database#soccer_1#Player.csv,player_api_id
test_database#soccer_1#Match.csv,home_player_4,test_database#soccer_1#Player.csv,player_api_id
test_database#soccer_1#Match.csv,home_player_5,test_database#soccer_1#Player.csv,player_api_id
test_database#soccer_1#Match.csv,home_player_6,test_database#soccer_1#Player.csv,player_api_id
test_database#soccer_1#Match.csv,home_player_7,test_database#soccer_1#Player.csv,player_api_id
test_database#soccer_1#Match.csv,home_player_8,test_database#soccer_1#Player.csv,player_api_id
test_database#soccer_1#Match.csv,home_player_9,test_database#soccer_1#Player.csv,player_api_id
test_database#soccer_1#Match.csv,home_player_10,test_database#soccer_1#Player.csv,player_api_id
test_database#soccer_1#Match.csv,home_player_11,test_database#soccer_1#Player.csv,player_api_id
test_database#soccer_1#Match.csv,away_player_1,test_database#soccer_1#Player.csv,player_api_id
test_database#soccer_1#Match.csv,away_player_2,test_database#soccer_1#Player.csv,player_api_id
test_database#soccer_1#Match.csv,away_player_3,test_database#soccer_1#Player.csv,player_api_id
test_database#soccer_1#Match.csv,away_player_4,test_database#soccer_1#Player.csv,player_api_id
test_database#soccer_1#Match.csv,away_player_5,test_database#soccer_1#Player.csv,player_api_id
test_database#soccer_1#Match.csv,away_player_6,test_database#soccer_1#Player.csv,player_api_id
test_database#soccer_1#Match.csv,away_player_7,test_database#soccer_1#Player.csv,player_api_id
test_database#soccer_1#Match.csv,away_player_8,test_database#soccer_1#Player.csv,player_api_id
test_database#soccer_1#Match.csv,away_player_9,test_database#soccer_1#Player.csv,player_api_id
test_database#soccer_1#Match.csv,away_player_10,test_database#soccer_1#Player.csv,player_api_id
test_database#soccer_1#Match.csv,away_player_11,test_database#soccer_1#Player.csv,player_api_id
test_database#soccer_1#League.csv,country_id,test_database#soccer_1#Country.csv,id
test_database#soccer_1#Team_Attributes.csv,team_fifa_api_id,test_database#soccer_1#Team.csv,team_fifa_api_id
test_database#soccer_1#Team_Attributes.csv,team_api_id,test_database#soccer_1#Team.csv,team_api_id
test_database#soccer_2#Tryout.csv,pID,test_database#soccer_2#Player.csv,pID
test_database#soccer_2#Tryout.csv,cName,test_database#soccer_2#College.csv,cName
test_database#soccer_3#player.csv,Club_ID,test_database#soccer_3#club.csv,Club_ID
test_database#solvency_ii#Events.csv,Location_ID,test_database#solvency_ii#Locations.csv,Location_ID
test_database#solvency_ii#Events.csv,Address_ID,test_database#solvency_ii#Addresses.csv,Address_ID
test_database#solvency_ii#Events.csv,Finance_ID,test_database#solvency_ii#Finances.csv,Finance_ID
test_database#solvency_ii#Products_in_Events.csv,Event_ID,test_database#solvency_ii#Events.csv,Event_ID
test_database#solvency_ii#Products_in_Events.csv,Product_ID,test_database#solvency_ii#Products.csv,Product_ID
test_database#solvency_ii#Parties_in_Events.csv,Party_ID,test_database#solvency_ii#Parties.csv,Party_ID
test_database#solvency_ii#Parties_in_Events.csv,Event_ID,test_database#solvency_ii#Events.csv,Event_ID
test_database#solvency_ii#Agreements.csv,Event_ID,test_database#solvency_ii#Events.csv,Event_ID
test_database#solvency_ii#Assets_in_Events.csv,Event_ID,test_database#solvency_ii#Events.csv,Event_ID
test_database#solvency_ii#Assets_in_Events.csv,Event_ID,test_database#solvency_ii#Events.csv,Event_ID
test_database#sports_competition#club_rank.csv,Club_ID,test_database#sports_competition#club.csv,Club_ID
test_database#sports_competition#player.csv,Club_ID,test_database#sports_competition#club.csv,Club_ID
test_database#sports_competition#competition_result.csv,Club_ID_1,test_database#sports_competition#club.csv,Club_ID
test_database#sports_competition#competition_result.csv,Club_ID_2,test_database#sports_competition#club.csv,Club_ID
test_database#sports_competition#competition_result.csv,Competition_ID,test_database#sports_competition#competition.csv,Competition_ID
test_database#station_weather#route.csv,train_id,test_database#station_weather#train.csv,id
test_database#station_weather#route.csv,station_id,test_database#station_weather#station.csv,id
test_database#station_weather#weekly_weather.csv,station_id,test_database#station_weather#station.csv,id
test_database#store_1#albums.csv,artist_id,test_database#store_1#artists.csv,id
test_database#store_1#employees.csv,reports_to,test_database#store_1#employees.csv,id
test_database#store_1#customers.csv,support_rep_id,test_database#store_1#employees.csv,id
test_database#store_1#invoices.csv,customer_id,test_database#store_1#customers.csv,id
test_database#store_1#tracks.csv,album_id,test_database#store_1#albums.csv,id
test_database#store_1#tracks.csv,genre_id,test_database#store_1#genres.csv,id
test_database#store_1#tracks.csv,media_type_id,test_database#store_1#media_types.csv,id
test_database#store_1#invoice_lines.csv,invoice_id,test_database#store_1#invoices.csv,id
test_database#store_1#invoice_lines.csv,track_id,test_database#store_1#tracks.csv,id
test_database#store_1#playlist_tracks.csv,playlist_id,test_database#store_1#playlists.csv,id
test_database#store_1#playlist_tracks.csv,track_id,test_database#store_1#tracks.csv,id
test_database#store_product#store_product.csv,Store_ID,test_database#store_product#store.csv,Store_ID
test_database#store_product#store_product.csv,Product_ID,test_database#store_product#product.csv,Product_ID
test_database#store_product#store_district.csv,Store_ID,test_database#store_product#store.csv,Store_ID
test_database#store_product#store_district.csv,District_ID,test_database#store_product#district.csv,District_ID
test_database#storm_record#affected_region.csv,Region_id,test_database#storm_record#region.csv,Region_id
test_database#storm_record#affected_region.csv,Storm_ID,test_database#storm_record#storm.csv,Storm_ID
test_database#student_assessment#Students.csv,student_id,test_database#student_assessment#People.csv,person_id
test_database#student_assessment#People_Addresses.csv,person_id,test_database#student_assessment#People.csv,person_id
test_database#student_assessment#People_Addresses.csv,address_id,test_database#student_assessment#Addresses.csv,address_id
test_database#student_assessment#Student_Course_Registrations.csv,student_id,test_database#student_assessment#Students.csv,student_id
test_database#student_assessment#Student_Course_Registrations.csv,course_id,test_database#student_assessment#Courses.csv,course_id
test_database#student_assessment#Candidates.csv,candidate_id,test_database#student_assessment#People.csv,person_id
test_database#student_assessment#Candidate_Assessments.csv,candidate_id,test_database#student_assessment#Candidates.csv,candidate_id
test_database#student_transcripts_tracking#Degree_Programs.csv,department_id,test_database#student_transcripts_tracking#Departments.csv,department_id
test_database#student_transcripts_tracking#Sections.csv,course_id,test_database#student_transcripts_tracking#Courses.csv,course_id
test_database#student_transcripts_tracking#Students.csv,current_address_id,test_database#student_transcripts_tracking#Addresses.csv,address_id
test_database#student_transcripts_tracking#Students.csv,permanent_address_id,test_database#student_transcripts_tracking#Addresses.csv,address_id
test_database#student_transcripts_tracking#Student_Enrolment.csv,degree_program_id,test_database#student_transcripts_tracking#Degree_Programs.csv,degree_program_id
test_database#student_transcripts_tracking#Student_Enrolment.csv,semester_id,test_database#student_transcripts_tracking#Semesters.csv,semester_id
test_database#student_transcripts_tracking#Student_Enrolment.csv,student_id,test_database#student_transcripts_tracking#Students.csv,student_id
test_database#student_transcripts_tracking#Student_Enrolment_Courses.csv,course_id,test_database#student_transcripts_tracking#Courses.csv,course_id
test_database#student_transcripts_tracking#Student_Enrolment_Courses.csv,student_enrolment_id,test_database#student_transcripts_tracking#Student_Enrolment.csv,student_enrolment_id
test_database#student_transcripts_tracking#Transcript_Contents.csv,student_course_id,test_database#student_transcripts_tracking#Student_Enrolment_Courses.csv,student_course_id
test_database#student_transcripts_tracking#Transcript_Contents.csv,transcript_id,test_database#student_transcripts_tracking#Transcripts.csv,transcript_id
test_database#swimming#event.csv,Stadium_ID,test_database#swimming#stadium.csv,ID
test_database#swimming#record.csv,Event_ID,test_database#swimming#event.csv,ID
test_database#swimming#record.csv,Swimmer_ID,test_database#swimming#swimmer.csv,ID
test_database#theme_gallery#exhibition.csv,Artist_ID,test_database#theme_gallery#artist.csv,Artist_ID
test_database#theme_gallery#exhibition_record.csv,Exhibition_ID,test_database#theme_gallery#exhibition.csv,Exhibition_ID
test_database#tracking_grants_for_research#Documents.csv,document_type_code,test_database#tracking_grants_for_research#Document_Types.csv,document_type_code
test_database#tracking_grants_for_research#Documents.csv,grant_id,test_database#tracking_grants_for_research#Grants.csv,grant_id
test_database#tracking_grants_for_research#Grants.csv,organisation_id,test_database#tracking_grants_for_research#Organisations.csv,organisation_id
test_database#tracking_grants_for_research#Organisations.csv,organisation_type,test_database#tracking_grants_for_research#Organisation_Types.csv,organisation_type
test_database#tracking_grants_for_research#Project_Outcomes.csv,project_id,test_database#tracking_grants_for_research#Projects.csv,project_id
test_database#tracking_grants_for_research#Project_Staff.csv,project_id,test_database#tracking_grants_for_research#Projects.csv,project_id
test_database#tracking_grants_for_research#Projects.csv,organisation_id,test_database#tracking_grants_for_research#Organisations.csv,organisation_id
test_database#tracking_grants_for_research#Research_Staff.csv,employer_organisation_id,test_database#tracking_grants_for_research#Organisations.csv,organisation_id
test_database#tracking_grants_for_research#Tasks.csv,project_id,test_database#tracking_grants_for_research#Projects.csv,project_id
test_database#tracking_orders#Orders.csv,customer_id,test_database#tracking_orders#Customers.csv,customer_id
test_database#tracking_orders#Order_Items.csv,order_id,test_database#tracking_orders#Orders.csv,order_id
test_database#tracking_orders#Order_Items.csv,product_id,test_database#tracking_orders#Products.csv,product_id
test_database#tracking_orders#Shipments.csv,order_id,test_database#tracking_orders#Orders.csv,order_id
test_database#tracking_orders#Shipments.csv,invoice_number,test_database#tracking_orders#Invoices.csv,invoice_number
test_database#tracking_orders#Shipment_Items.csv,order_item_id,test_database#tracking_orders#Order_Items.csv,order_item_id
test_database#tracking_orders#Shipment_Items.csv,shipment_id,test_database#tracking_orders#Shipments.csv,shipment_id
test_database#tracking_share_transactions#Lots.csv,investor_id,test_database#tracking_share_transactions#Investors.csv,investor_id
test_database#tracking_share_transactions#Transactions.csv,investor_id,test_database#tracking_share_transactions#Investors.csv,investor_id
test_database#tracking_share_transactions#Sales.csv,sales_transaction_id,test_database#tracking_share_transactions#Transactions.csv,transaction_id
test_database#tracking_share_transactions#Purchases.csv,purchase_transaction_id,test_database#tracking_share_transactions#Transactions.csv,transaction_id
test_database#tracking_share_transactions#Transactions_Lots.csv,lot_id,test_database#tracking_share_transactions#Lots.csv,lot_id
test_database#tracking_share_transactions#Transactions_Lots.csv,transaction_id,test_database#tracking_share_transactions#Transactions.csv,transaction_id
test_database#tracking_software_problems#Problem_Log.csv,problem_category_code,test_database#tracking_software_problems#Problem_Category_Codes.csv,problem_category_code
test_database#tracking_software_problems#Problems.csv,closure_authorised_by_staff_id,test_database#tracking_software_problems#Staff.csv,staff_id
test_database#tracking_software_problems#Problems.csv,product_id,test_database#tracking_software_problems#Product.csv,product_id
test_database#tracking_software_problems#Problems.csv,reported_by_staff_id,test_database#tracking_software_problems#Staff.csv,staff_id
test_database#train_station#train_station.csv,Train_ID,test_database#train_station#train.csv,Train_ID
test_database#train_station#train_station.csv,Station_ID,test_database#train_station#station.csv,Station_ID
test_database#tv_shows#city_channel_radio.csv,City_channel_ID,test_database#tv_shows#city_channel.csv,ID
test_database#tv_shows#city_channel_radio.csv,Radio_ID,test_database#tv_shows#radio.csv,Radio_ID
test_database#tv_shows#city_channel_tv_show.csv,City_channel_ID,test_database#tv_shows#city_channel.csv,ID
test_database#tv_shows#city_channel_tv_show.csv,tv_show_ID,test_database#tv_shows#tv_show.csv,tv_show_ID
test_database#tvshow#TV_series.csv,Channel,test_database#tvshow#TV_Channel.csv,id
test_database#tvshow#Cartoon.csv,Channel,test_database#tvshow#TV_Channel.csv,id
test_database#university_basketball#basketball_match.csv,School_ID,test_database#university_basketball#university.csv,School_ID
test_database#university_rank#overall_ranking.csv,University_ID,test_database#university_rank#university.csv,University_ID
test_database#university_rank#major_ranking.csv,University_ID,test_database#university_rank#university.csv,University_ID
test_database#university_rank#major_ranking.csv,Major_ID,test_database#university_rank#major.csv,Major_ID
test_database#vehicle_driver#vehicle_driver.csv,Driver_ID,test_database#vehicle_driver#driver.csv,Driver_ID
test_database#vehicle_driver#vehicle_driver.csv,Vehicle_ID,test_database#vehicle_driver#vehicle.csv,Vehicle_ID
test_database#vehicle_rent#Renting_history.csv,customer_id,test_database#vehicle_rent#Customers.csv,id
test_database#vehicle_rent#Renting_history.csv,vehicles_id,test_database#vehicle_rent#Vehicles.csv,id
test_database#vehicle_rent#Renting_history.csv,discount_id,test_database#vehicle_rent#Discount.csv,id
test_database#video_game#game.csv,Platform_ID,test_database#video_game#platform.csv,Platform_ID
test_database#video_game#game_player.csv,Player_ID,test_database#video_game#player.csv,Player_ID
test_database#video_game#game_player.csv,Game_ID,test_database#video_game#game.csv,Game_ID
test_database#voter_2#Voting_record.csv,StuID,test_database#voter_2#Student.csv,StuID
test_database#voter_2#Voting_record.csv,President_Vote,test_database#voter_2#Student.csv,StuID
test_database#voter_2#Voting_record.csv,Vice_President_Vote,test_database#voter_2#Student.csv,StuID
test_database#voter_2#Voting_record.csv,Secretary_Vote,test_database#voter_2#Student.csv,StuID
test_database#voter_2#Voting_record.csv,Treasurer_Vote,test_database#voter_2#Student.csv,StuID
test_database#voter_2#Voting_record.csv,Class_President_Vote,test_database#voter_2#Student.csv,StuID
test_database#voter_2#Voting_record.csv,Class_Senator_Vote,test_database#voter_2#Student.csv,StuID
test_database#warehouse_1#Boxes.csv,Warehouse,test_database#warehouse_1#Warehouses.csv,Code
test_database#wedding#wedding.csv,Church_ID,test_database#wedding#church.csv,Church_ID
test_database#wedding#wedding.csv,Male_ID,test_database#wedding#people.csv,People_ID
test_database#wedding#wedding.csv,Female_ID,test_database#wedding#people.csv,People_ID
test_database#wine_1#wine.csv,Grape,test_database#wine_1#grapes.csv,Grape
test_database#wine_1#wine.csv,Appelation,test_database#wine_1#appellations.csv,Appelation
test_database#workshop_paper#Acceptance.csv,Submission_ID,test_database#workshop_paper#submission.csv,Submission_ID
test_database#workshop_paper#Acceptance.csv,Workshop_ID,test_database#workshop_paper#workshop.csv,Workshop_ID
test_database#wrestler#Elimination.csv,Wrestler_ID,test_database#wrestler#wrestler.csv,Wrestler_ID
test_database#wta_1#matches.csv,loser_id,test_database#wta_1#players.csv,player_id
test_database#wta_1#matches.csv,winner_id,test_database#wta_1#players.csv,player_id
test_database#wta_1#qualifying_matches.csv,loser_id,test_database#wta_1#players.csv,player_id
test_database#wta_1#qualifying_matches.csv,winner_id,test_database#wta_1#players.csv,player_id
test_database#wta_1#rankings.csv,player_id,test_database#wta_1#players.csv,player_id
test_database#yelp#category.csv,business_id,test_database#yelp#business.csv,business_id
test_database#yelp#checkin.csv,business_id,test_database#yelp#business.csv,business_id
test_database#yelp#neighbourhood.csv,business_id,test_database#yelp#business.csv,business_id
test_database#yelp#review.csv,business_id,test_database#yelp#business.csv,business_id
test_database#yelp#review.csv,user_id,test_database#yelp#user.csv,user_id
test_database#yelp#tip.csv,business_id,test_database#yelp#business.csv,business_id
test_database#yelp#tip.csv,user_id,test_database#yelp#user.csv,user_id
